name,description,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Ford Edge SE,"
      
        At Cook County Ford we have changed the way you buy vehicles. We call it ''Bottom Line Pricing''. Unlike any other dealer in our area, we post our absolute lowest and best Bottom Line Price on every vehicle every day both on the lot and online. No-haggle, no hassle, no kidding. Our Sales Staff are Non-Commissioned so they'll help find the car that is best for you, not the car that's best for the salesperson's pocketbook. And now our current inventory of new Ford vehicles and preowned vehicles are among the largest in the area. Come by and see why Cook County Ford Is South Georgia's Ford Place.
      
    ",Ford,Edge,2024,40015.0,16V GDI DOHC Turbo,4.0,Gasoline,2.0,8-Speed Automatic,SE,SUV,4.0,Gray,Ebony,All-wheel Drive
2024 RAM 3500 Big Horn,"
      
        Billet Silver Metallic Clearcoat 2024 Ram 3500 Big Horn 4WD 6-Speed Automatic I6 Disclaimer: New vehicle pricing includes all offers and incentives. Tax, Title and tags not included in vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify the information with a customer service rep. This is easily done by calling 941-234-9285 or by visiting us at the dealership. With approved credit. Terms may vary. Monthly payments are only estimates derived from the vehicle price with a 72 month term, 4.9% interest and 20% down payment. Pricing does not include $999 pre-delivery service fee, $178.95 electronic tag registration service fee, and does not include dealer installed options. Pre-delivery service fee represents costs and profit to the dealer for items such as inspecting, cleaning, adjusting vehicles, and preparing documents related to the sale. The MSRP is provided for informational purposes only and may not reflect the actual selling price of the vehicle. Call dealer for actual sales price.
      
    SARASOTA AREA NEW & USED CAR DEALERSHIP SERVING THE VENICE, PORT CHARLOTTE, BRADENTON & PUNTA GORDA, FL REGION",RAM,3500,2024,65774.0,24V DDI OHV Turbo Diesel,6.0,Diesel,13.0,6-Speed Automatic,Big Horn,Pickup Truck,4.0,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Premium,"
      
        At Walser, youll get an exceptional car-buying experience. Our streamlined process means youll work with one dedicated customer specialist to help you find the perfect vehicle. Upfront Pricing on every vehicle ensures youll get a great deal without any surprises or gimmicks. Buy with confidence because youre backed by our Worry-Free Return & Exchange Policy.The benefits dont stop there. We want you to be happy long after youve left our lot, so we include a complimentary WalserCare warranty with most new vehicles.Not only will you get a fast, easy, personalized experience, we also have ways to help you save. Our experienced finance team shops and compares rates from multiple lenders to get you the best deal. Whether youre leasing or financing, our special finance tools can find a great rate and payment to fit your budget.The best car-buying experience starts right here at Walser.
      
    ",Mazda,CX-90 PHEV,2024,54949.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,9.0,Automatic,Premium,SUV,4.0,Artisan Red Premium,Black,All-wheel Drive
2023 Jeep Compass Trailhawk,"
      
        Check out this 2023! This SUV combines world-recognized style and capability with pickup truck practicality and plenty of off-road grunt! A turbocharger further enhances performance, while also preserving fuel economy. It includes leather upholstery, heated steering wheel, skid plates, and power front seats. Our sales reps are extremely helpful knowledgeable. We'd be happy to answer any questions that you may have. Stop by our dealership or give us a call for more information.
      
    ",Jeep,Compass,2023,38300.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,24.0,Automatic,Trailhawk,SUV,4.0,Bright White Clearcoat,Ruby Red/Black,Four-wheel Drive
2024 Toyota Corolla Cross LE,"2024 Celestite Toyota Corolla Cross 2.0L I4 PDI DOHC 16V LEV3-SULEV30 169hp LE AWDThe Rochester Toyota philosophy is based on five areas that, we believe, are critical to business success. Those areas are Customer Enthusiasm, Employee Satisfaction, Financial Performance, Market Effectiveness, and Ongoing Improvement. Our philosophy holds that all are of equal importance. However, in any planning or decision making process, CUSTOMER ENTHUSIASM will always carry the most weight.",Toyota,Corolla Cross,2024,30499.0,16V PDI DOHC,4.0,Gasoline,1.0,Automatic CVT,LE,SUV,4.0,CELESTITE,Ash,All-wheel Drive
2023 Dodge Durango R/T,"If you're looking for a new Chrysler, Dodge, Jeep or RAM we are the only place to shop. We have a large inventory with a beautiful selection that will be sure to fit your budget. Don't shop anywhere else- University CDJR is the dealership for you. Making shopping a convenience instead of a hassle. Don't forget to read our reviews!",Dodge,Durango,2023,53995.0,16V MPFI OHV,8.0,Gasoline,12.0,8-Speed Automatic,R/T,SUV,4.0,DB Black Clearcoat,Black,All-wheel Drive
2024 Ford Bronco Sport Free Wheeling,"Shop West Herr Automotive Group, over 7,000 vehicles online. New York State's #1 Volume Selling Retailer.",Ford,Bronco Sport,2024,35077.0,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3.0,Gasoline,14.0,Automatic,Free Wheeling,SUV,4.0,Shadow Black,Ebony,Four-wheel Drive
2024 Nissan Versa S,"
      
        32/40 City/Highway MPG Fresh Powder 2024 Nissan Versa 1.6 SThe sale price includes the Dealer Discount and all Factory Incentives available to the General Public. You may qualify for additional conditional Factory Incentives. Please contact the dealership for details. What is Live Market Pricing? No pricing games just our best price. We dynamically price our vehicles to be highly competitive and unquestionably fair compared with any vehicle like ours. Confidence and peace of mind....Now thatâs a sweet value! Plus sales tax, tag and titling, and dealer service fee of $1,095.00, which represents cost and profits to the selling dealer for items such as cleaning, inspecting, adjusting new vehicles and preparing documents related to the sale.
      
    The sale price includes the Dealer Discount and all Factory Incentives available to the General Public. You may qualify for additional conditional Factory Incentives. Please contact the dealership for details.",Nissan,Versa,2024,20849.0,16V MPFI DOHC,4.0,Gasoline,6.0,Automatic CVT,S,Sedan,4.0,Cloud White,Charcoal,Front-wheel Drive
2024 Mercedes-Benz GLA 250 Base 4MATIC,"
      
        Welcome to Mercedes-Benz of San Luis Obispo! The home of luxury car buying experience. We welcome you to contact us at (805)-543-5752. Available on Finance and Cash purchases only. Not applicable on lease purchases. 2024 Mercedes-Benz GLA 250 4MATIC® Night Black 4MATIC® 8 Speed Dual Clutch 2.0L I4 Turbocharged 24/32 City/Highway MPG
      
    ",Mercedes-Benz,GLA 250,2024,51725.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic with Auto-Shift,Base 4MATIC,SUV,4.0,Midnight Black,Black,All-wheel Drive
2024 Jeep Wagoneer Series II,"2024 Jeep Wagoneer Series IIOur Customer Relations Team has our entire inventory from both of our stores at their fingertips and can check the up-to-the-minute availability changes, new financing incentives and price discounts. Call us now at 740-773-2220 to learn about the Herrnstein difference. To guarantee the best deal and best car-buying experience, please call ahead and speak to our Customer Relations team.",Jeep,Wagoneer,2024,72908.0,24V GDI DOHC Twin Turbo,6.0,Gasoline,,8-Speed Automatic,Series II,SUV,4.0,Diamond Black,Black,Four-wheel Drive
2024 Ford Escape ST-Line,,Ford,Escape,2024,32138.0,12V PDI DOHC Turbo,3.0,Gasoline,10.0,8-Speed Automatic,ST-Line,SUV,4.0,Iconic Silver Metallic,Ebony,All-wheel Drive
2024 GMC Terrain Denali,,GMC,Terrain,2024,44120.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,0.0,Automatic,Denali,SUV,4.0,Ebony,Jet Blk,All-wheel Drive
2024 Nissan Murano SV,"
      
        This 2024 Nissan Murano SV will sell fast! This Murano has many valuable options! Satellite radio. Aux. Audio Input. -Heated Front Seats -Heated Mirrors -Auto Climate Control -Automatic Headlights -Multi-Zone Air Conditioning -Security System -Keyless Entry -Steering Wheel Controls -Leather Steering Wheel -Roof Rack -Automatic Transmission -Alloy Wheels On top of that, it has many safety features! -Brake Assist -Traction Control -Stability Control Save money at the pump, knowing this Nissan Murano gets 28.0/20.0 MPG! Call Coggin Nissan on Atlantic at (904) 747-3915 to confirm availability and schedule a no-obligation test drive! We are located at 10600 Atlantic Boulevard, Jacksonville, FL 32225.
      
    Can't find your next car in our inventory? We have spent years building our reputation as being a leading Nissan dealer in the state of FL; come experience why! Our sales staff at Coggin Nissan on Atlantic has extensive knowledge of and passion for the Nissan brand. Our wide selection of new inventory will allow you to find the perfect vehicle to fit your needs.",Nissan,Murano,2024,39867.0,24V MPFI DOHC,6.0,Gasoline,2.0,Automatic CVT,SV,SUV,4.0,White,Graphite,Front-wheel Drive
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,"Diamond Black Crystal Pearlcoat 2024 Ram 3500 Tradesman 4WD 6-Speed Automatic I6Carter County Dodge is happy to offer free flights withing the continental U.S. for any of our customers! We will pick you up at the airport in order to sign your paperwork and deliver your car right to your front door!  For More Information, Call Frank Chavez at 580-224-3814",RAM,3500,2024,64111.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,6.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,4.0,Black,Black Interior Color,Four-wheel Drive
2024 Jeep Compass Latitude,"24/32 City/Highway MPG2024 Jeep Compass Latitude 4WD 8-Speed Automatic 2.0L I4 DOHC Baltic Gray Metallic Clearcoat4WD.We pride ourselves on offering a no-hassle car shopping experience, so that you will never feel pressured when visiting our family of dealerships.  We look forward to serving you!",Jeep,Compass,2024,37743.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive
2024 Hyundai Tucson Hybrid N Line,"$2,863 off MSRP! N Line Priced below KBB Fair Purchase Price! I4. 37/36 City/Highway MPG Price includes: $2000 - Retail Bonus Cash. Exp. 06/03/2024",Hyundai,Tucson Hybrid,2024,35656.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,9.0,6-Speed Automatic,N Line,SUV,4.0,Titanium Gray,Black,All-wheel Drive
2024 Dodge Hornet GT AWD,Hosick Motors is a family run dealership serving the area for 30 years. We offer the vehicle you want at a fair price. How much easier can it get? Contact the Sales Team by phone or email now!,Dodge,Hornet,2024,35585.0,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,0.0,Automatic,GT AWD,SUV,4.0,Blue Steele,Black,All-wheel Drive
2023 Dodge Durango Pursuit,White Knuckle Clearcoat 2023 Dodge Durango Pursuit AWD 8-Speed Automatic HEMI 5.7L V8 Multi Displacement VVT,Dodge,Durango,2023,46835.0,16V MPFI OHV,8.0,Gasoline,30.0,8-Speed Automatic,Pursuit,SUV,4.0,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Dodge Durango R/T,Night Moves 2024 Dodge Durango R/T AWD.,Dodge,Durango,2024,58709.0,16V MPFI OHV,8.0,Gasoline,15.0,8-Speed Automatic,R/T,SUV,4.0,Night,Black,All-wheel Drive
2024 GMC Terrain SLE,"Looking for a dealer that doesn't play games? You just found it, we want this to be the best car buying experience you every had. We have no hidden fees of any kind, what we agree on is what you pay no more. Give us a call you won't be disappointed.",GMC,Terrain,2024,33092.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,9-Speed Automatic,SLE,SUV,4.0,Volcanic Red,Jet Black,All-wheel Drive
2024 Hyundai IONIQ 5 SEL,"
      
        Navigation, Heated Seats, Dual Zone A/C, Remote Engine Start, Onboard Communications System, Satellite Radio, Back-Up Camera, Power Liftgate, All Wheel Drive, Alloy Wheels. Lucid Blue exterior and Black interior, SEL trim. CLICK NOW!======KEY FEATURES INCLUDE: Navigation, All Wheel Drive, Power Liftgate, Heated Driver Seat, Back-Up Camera, Satellite Radio, iPod/MP3 Input, Onboard Communications System, Aluminum Wheels, Remote Engine Start, Dual Zone A/C, Smart Device Integration, Hands-Free Liftgate, WiFi Hotspot, Blind Spot Monitor Rear Spoiler, MP3 Player, Privacy Glass, Keyless Entry, Remote Trunk Release. ======OPTION PACKAGES: CARPETED FLOOR MATS. Hyundai SEL with Lucid Blue exterior and Black interior features a Electric Motor. ======BUY FROM AN AWARD WINNING DEALER: Lithia Hyundai of Odessa sells new and used cars, trucks and SUVs near Midland and Odessa, Texas. We offer financing options and incentives for all Texas Hyundai customers. If you have any questions, please contact us today! Plus TT&L and fees. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    ",Hyundai,IONIQ 5,2024,52905.0,c,,Electric,12.0,1-Speed Automatic,SEL,SUV,4.0,Blue,Black,All-wheel Drive
2024 Jeep Grand Wagoneer Series III,"All prices plus tax, tag, title,dealer fee, dealer added options.  Rebates assigned to dealer.  See dealer for complete details.",Jeep,Grand Wagoneer,2024,124250.0,24V GDI DOHC Twin Turbo,6.0,Gasoline,0.0,8-Speed Automatic,Series III,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive
2024 Chevrolet Equinox 1LT,"
      
        Heated Seats, Dual Zone A/C, Remote Engine Start, Onboard Communications System, iPod/MP3 Input, Back-Up Camera, Power Liftgate, All Wheel Drive. RADIANT RED TINTCOAT exterior and JET BLACK interior. EPA 30 MPG Hwy/24 MPG City! SEE MORE!======KEY FEATURES INCLUDE: All Wheel Drive, Power Liftgate, Heated Driver Seat, Back-Up Camera, Satellite Radio, iPod/MP3 Input, Onboard Communications System, Aluminum Wheels, Remote Engine Start, Dual Zone A/C, Blind Spot Monitor, Lane Keeping Assist, WiFi Hotspot, Cross-Traffic Alert, Heated Seats. MP3 Player, Remote Trunk Release, Keyless Entry, Privacy Glass, Child Safety Locks. ======OPTION PACKAGES: AUDIO SYSTEM, CHEVROLET INFOTAINMENT 3 SYSTEM, 7 DIAGONAL COLOR TOUCHSCREEN, AM/FM STEREO. Additional features for compatible phones include: Bluetooth® audio streaming for 2 active devices, voice command pass-through to phone, Apple CarPlay® and Android Auto® capable. (STD), ENGINE, 1.5L TURBO DOHC 4-CYLINDER, SIDI, VVT (STD), TRANSMISSION, 6-SPEED AUTOMATIC, ELECTRONICALLY-CONTROLLED WITH OVERDRIVE includes Driver Shift Control (STD). Chevrolet LT with RADIANT RED TINTCOAT exterior and JET BLACK interior features a 4 Cylinder Engine with 175 HP at 5600 RPM. ======EXPERTS ARE SAYING: Great Gas Mileage: 30 MPG Hwy. ======VISIT US TODAY: Chevrolet GMC of Fairbanks sells new, certified pre-owned and used cars, trucks and SUVs in Fairbanks, Alaska. We offer financing options and incentives for all North Star Borough Chevrolet and GMC customers. Our inventory includes the most popular Chevy models, with always plenty in stock to choose from. Schedule a test drive at Chevrolet GMC of Fairbanks today! Plus tax, title and license. Prices include $200 dealer doc fee. See dealer for Stock Numbers. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    The prices shown above may vary from region to region as new vehicle incentives may depend on buyer's residence.",Chevrolet,Equinox,2024,34472.0,16V GDI DOHC Turbo,4.0,Gasoline,6.0,6-Speed Automatic,1LT,SUV,4.0,Radiant Red,Jet Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,"
      
        Atlas White 2024 Hyundai Santa Cruz XRT AWD Shiftronic 2.5L I419/27 City/Highway MPGMastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Central New York completely satisfied with your experience at Mastrovito Hyundai. Whether we can amaze you with incredible new and pre-owned vehicle selection, our dedication to incredible customer service or our transparent and accommodating auto loan and lease options, we look forward to serving you at Mastrovito Hyundai.
      
    Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Manlius completely satisfied with your experience at Mastrovito Hyundai.",Hyundai,Santa Cruz,2024,41955.0,16V PDI DOHC Turbo,4.0,Gasoline,1.0,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,4.0,Atlas,Black,All-wheel Drive
2024 Jeep Wagoneer L Base,"
      
        Heated Leather Seats, Nav System, Moonroof, Third Row Seat, Power Liftgate, Turbo Charged Engine, Hitch, ENGINE: 3.0L I6 HURRICANE SO TWIN TUR... Wagoneer L trim, Diamond Black Crystal Pearlcoat exterior and Global Black interior. SEE MORE!======KEY FEATURES INCLUDE: Leather Seats, Third Row Seat, Navigation, 4x4, Power Liftgate, Rear Air, Heated Driver Seat, Cooled Driver Seat, Running Boards, Premium Sound System, Satellite Radio, iPod/MP3 Input, Onboard Communications System, Trailer Hitch, Remote Engine Start MP3 Player, Privacy Glass, Keyless Entry, Remote Trunk Release, Child Safety Locks. ======OPTION PACKAGES: PREMIUM GROUP I Wheels: 20 x 9.0 Premium 2 Aluminum, Reversible Carpet/Vinyl Cargo Mat, 3 Panel Sunroof, Adjustable Roof Rail Crossbars, Tires: 275/55R20 BSW All Season, CONVENIENCE GROUP I Active Lane Management System, Rack Cargo Management System, Side Distance Warning, Adaptive Cruise Control w/Stop & Go, Auto High Beam Headlamp Control, Surround View Camera System, 2nd Row Manual Window Shades, Rain Sensitive Windshield Wipers, Heated Second Row Seats, P&P Park & Unpark Assist w/Stop System, Wireless Charging Pad, TRANSMISSION: 8-SPEED AUTOMATIC (8HP75) (STD), ENGINE: 3.0L I6 HURRICANE SO TWIN TURBO ESS (STD). Jeep Wagoneer L with Diamond Black Crystal Pearlcoat exterior and Global Black interior features a Straight 6 Cylinder Engine with 420 HP at 5200 RPM. ======MORE ABOUT US: All American Chrysler Jeep Dodge of Midland provides the residents of Midland, TX and surrounding areas with up to date inventories of new and pre-owned Chrysler, Dodge and Jeep vehicles. But that isnt all youll find! Our responsive staff can help you with financial matters, service your car, order OEM auto parts and more! We have the knowledge and experience to ensure you quality service. Come visit us today at 3801 W Wall St or call us. Plus TT&L and fees. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    Nobody beats a Midland Dodge deal.  Nobody.",Jeep,Wagoneer L,2024,74366.0,24V GDI DOHC Twin Turbo,6.0,Gasoline,4.0,8-Speed Automatic,Base,SUV,4.0,Diamond Black,Global Black,Four-wheel Drive
2024 Buick Envista Preferred,"
      
        28/32 City/Highway MPG 2024 Buick Envista Preferred ECOTEC 1.2L Turbo 2-Way Power Driver Lumbar Control, 8-Way Power Driver Seat Adjuster, ABS brakes, Adaptive Cruise Control, Advanced Safety Package, All-Weather Floor Liners (LPO), Alloy wheels, Cargo Liner (LPO), Compass, Convenience I Package, Convenience II Package, Electronic Stability Control, Flat-Bottom Wrapped Steering Wheel, Front Doors Keyless Open, Front Intermittent Rainsense Wipers, Heated Driver & Front Passenger Seats, Heated Steering Wheel, Illuminated entry, Lane Change Alert w/Side Blind Zone Alert, Low tire pressure warning, Power Heated door mirrors, Power Liftgate, Preferred Equipment Group G02, Rear Cross Traffic Alert, Remote keyless entry, Remote Start, Sport Pedal Kit, Traction control, Wireless Charging. See Dealer For Specific Equipment Dealer Disclosure: Sales Tax, Title, License Fee, Registration Fee, $250 Dealer Documentary Fee are additional to the advertised price.
      
    What makes buying a car from Dave Arbogast Buick GMC of Troy different? It's the Arbogast Way! Every customer receives Our Best Price First. No hassle or haggling here, just a great deal! Why Arm Wrestle over car prices? Visit Arbogast Today! ",Buick,Envista,2024,27075.0,12V GDI DOHC Turbo,3.0,Gasoline,6.0,6-Speed Automatic,Preferred,SUV,4.0,Sunrise Red Metallic,Ebony,Front-wheel Drive
2024 Hyundai Palisade SEL,For more information call or text Shaun at 563-940-3274.Smart Hyundai of Davenport will help you take the next steps towards driving home the Hyundai of your dreams. Our finance experts are trained to sort through various auto loan and lease details in order to help you find the right one for your needs: making sure you find a car loan or a Hyundai lease in the Davenport area that you love just as much as your new car.,Hyundai,Palisade,2024,47100.0,24V GDI DOHC,6.0,Gasoline,26.0,8-Speed Automatic,SEL,SUV,4.0,Hyper White,Black,All-wheel Drive
2024 Mercedes-Benz Sprinter 2500 Standard Roof,"2024 Mercedes-Benz Sprinter 2500 Cargo 144 WB All prices plus sales tax, tag and titling, and dealer service fee of $999.00, which represents cost and profits to the selling dealer for items such as cleaning, inspecting, adjusting new vehicles and preparing documents related to the sale.We not only feature an expansive selection of new, used, and certified pre-owned vehicles, but we also feature benefits that complement our wide selection of vehicles. Our Crown Confidence Plan brings peace of mind to your next vehicle purchase by featuring vehicles that have passed a 101 multi-point inspection, and each feature an exclusive 100,000-mile warranty.",Mercedes-Benz,Sprinter 2500,2024,60061.0,16V DDI DOHC Turbo Diesel,4.0,Diesel,58.0,9-Speed Automatic,Standard Roof,Cargo Van,3.0,Silver Gray,Black,Rear-wheel Drive
2024 Hyundai Tucson Hybrid Limited,"$1,972 off MSRP! Limited I4. 37/36 City/Highway MPG Price includes: $1000 - Retail Bonus Cash. Exp. 06/03/2024",Hyundai,Tucson Hybrid,2024,39832.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,25.0,6-Speed Automatic,Limited,SUV,4.0,Black Pearl,Gray,All-wheel Drive
2024 Kia Telluride SX X-Pro,Wolf Gray 2024 Kia Telluride SX X-Pro AWD 8-Speed Automatic 3.8L V6 DOHC Price includes: $500 - Select VIN Summer Sticker Sales Event Bonus Cash,Kia,Telluride,2024,51965.0,"II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",6.0,Gasoline,8.0,Automatic,SX X-Pro,SUV,4.0,Gray,Black,All-wheel Drive
2024 Cadillac LYRIQ Sport w/1SJ,"
      
        Celestial Metallic 2024 Cadillac LYRIQ Sport AWD 1-Speed Automatic Electric MotorNew vehicle pricing includes all offers and incentives. Tax, Title and Tags not included in vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by calling us at (517)393-5600 or by visiting us at the dealership. Must Qualify for GM Employee pricing. Shaheen Cadillac Price is GM Employee Price Less any applicable rebates. Must qualify for GM Employee pricing. Not everyone will Qualify.
      
    ",Cadillac,LYRIQ,2024,75090.0,c Motor,,Electric,9.0,Automatic,Sport w/1SJ,SUV,4.0,Celestial Metallic,Noir w/Santorini Blue Accents,Rear-wheel Drive
2023 Dodge Durango Pursuit,White Knuckle Clearcoat 2023 Dodge Durango Pursuit AWD 8-Speed Automatic HEMI 5.7L V8 Multi Displacement VVT,Dodge,Durango,2023,47340.0,16V MPFI OHV,8.0,Gasoline,33.0,8-Speed Automatic,Pursuit,SUV,4.0,White Knuckle Clearcoat,Black,All-wheel Drive
2024 RAM 3500 Tradesman,"
      
        New Price! Granite Crystal Metallic Clearcoat 2024 Ram 3500 Tradesman 4WD 6-Speed Automatic 6.7L 6-Cylinder Diesel Turbocharged OHV CLEAN AND SANITIZED, Located In Whitesboro, TX.
      
    ",RAM,3500,2024,64516.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,14.0,Automatic,Tradesman,Pickup Truck,4.0,Granite Crystal Metallic Clearcoat,Black,Four-wheel Drive
2024 Honda HR-V LX,"
      
        Modern Steel Metallic 2024 Honda HR-V LX FWD CVT 2.0L I4 DOHC 16V i-VTEC 26/32 City/Highway MPGWe offer prime and subprime financing. Also, make sure to ask about the exclusive Rome Honda Advantage Customer Care, included on all New ane preowned Vehicle Purchases - 1 Year or 15,000 miles of Paintless Dent Removal - Tire and Wheel Protection and Windshield Repair, See dealer for complete details. Shottenkirk Honda Rome is proud to serve Rome, Cartersville, Floyd, Bartow, Adairsville, Cave Springs, Cedartown, Rockmart, Calhoun, Resaca, Trion, Summerville, Cedar, Bluff, Centre, Cobb, and Kennesaw. We are here to help with all your sales, parts, and service needs. Advertised Price is plus tax, tag, and documentation fee. See dealer for details.Tax, Title and Tags not included in vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by contacting us or by visiting the dealership. Due to current market volatility, we are pricing our vehicles immediately following acquisition. All vehicles will be reconditioned and made ready for sale. Price will be the advertised price plus, TT&L, Registration, and $899.00 dealer documentation fee, any other fees or charges that are allowed or prescribed by law. Any quoted financing terms are subject to final lender approval and are only estimates.Under 97,000 miles will receive a month/6,000 miles powertrain warranty. Vehicles over 97,001-119,999 will receive a 3-month/3000 miles powertrain warranty. No coverage on vehicles over 120,000 miles. Some restrictions apply; please call us for a copy of the contract for specific information. Certain restrictions may apply. See dealer for details.
      
    ",Honda,HR-V,2024,25950.0,"gasoline direct injection, DOHC, i-VTEC variable valve co",4.0,Gasoline,14.0,Automatic,LX,SUV,4.0,Modern Steel Metallic,Nh-797m/Black,Front-wheel Drive
2024 GMC Terrain SLE,,GMC,Terrain,2024,35870.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,0.0,Automatic,SLE,SUV,4.0,Summit White,Jet Blk Premium Clth,All-wheel Drive
2024 Hyundai Elantra HEV Limited,"
      
        The Preston Autoplex is pleased to offer this 2024 Hyundai Elantra Hybrid in Ecotronic Gray Pearl.Recent Arrival!2024 Hyundai Elantra Hybrid Limited I4.FWD 6-Speed Dual Clutch I449/52 City/Highway MPGFounded in 1975, Preston has been providing a friendly, no-hassle car buying experience for more than 45 years. We have been family owned and operated from the start, and we take pride in being active in our communities. At our dealership you will find the most popular new models, as well as a comprehensive array of used cars, trucks, crossovers and SUVs. Our courteous, experienced and professional staff is waiting to assist you. Feel free to browse our inventory online, request more information, schedule a test drive or inquire about financing! Don t feel like coming out to the showroom? We are fully equipped to assist you virtually. Our Sales and Service Departments are located at 4313 Preston Rd Hurlock MD 21643, on the Eastern Shore of Maryland and a short drive from Delaware, Pennsylvania, and New Jersey. Weâll deliver to Annapolis, Salisbury, Easton, Denton, Milford, and beyond. Call us today at 410-673-7171 or visit us on the web at www.prestonmotor.com.
      
    ",Hyundai,Elantra HEV,2024,30335.0,16V GDI DOHC Hybrid,4.0,Hybrid,0.0,Automatic,Limited,Sedan,4.0,Gray Pearl,Melange,Front-wheel Drive
2024 Audi Q8 e-tron Premium,"
      
        .
      
    ",Audi,Q8 e-tron,2024,84465.0,c,,Electric,5.0,Automatic,Premium,SUV,4.0,Glacier White Metallic,Okapi Brown,All-wheel Drive
2024 Jeep Wagoneer Series II,"
      
        2024 Jeep Wagoneer Series II Bright White Clearcoat 3.0L I6 4WDFactory MSRP: $79,135 Dealer Discount of $4,136 off MSRPProud to be Indiana's Dealer of the Year and Winner of the Consumer Satisfaction.Although every reasonable effort has been made to ensure the accuracy of the information contained on this Vehicle is correct, absolute accuracy cannot be guaranteed. Advertised price does not include tax, title, license or $235.00 dealer fee. Price includes: $1000 - 2024 JEEP Conquest Bonus Cash 38CR7. Exp. 06/03/2024
      
    Our entire team is dedicated to providing top quality customer service. We have a great group of amazing people here at ODaniel Chrysler Dodge Jeep RAM and our customers continually tell us that they love their experience.",Jeep,Wagoneer,2024,73999.0,,6.0,Gasoline,59.0,8-Speed Automatic,Series II,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive
